Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Late_delivery_risk,Category Id,Customer Id,Customer Zipcode,Department Id,Latitude,Longitude,Order Customer Id,Order Id,Order Item Cardprod Id,Delivery Status
80,4,4,24.57999992,327.75,0,73,19461,725,2,18.28713608,-66.03705597,19461,75908,1360,83
68,2,1,-97.33999634,324.4700012,1,73,19460,48238,2,42.39110184,-83.13121796,19460,75907,1360,76
80,2,1,-425.5799866,321.2000122,1,73,19459,75220,2,32.86539459,-96.86858368,19459,75906,1360,76
80,2,1,152.6000061,317.9200134,1,73,19458,725,2,18.24074173,-66.03705597,19458,75905,1360,76
67,2,1,151.0299988,314.6400146,1,73,19457,17013,2,40.03171921,-76.87709808,19457,75904,1360,76
68,2,1,62.27000046,311.3599854,1,73,19456,75228,2,32.81010819,-96.68649292,19456,75903,1360,76
68,1,0,35,309.7200012,1,73,19455,725,2,18.28604889,-66.03705597,19455,75902,1360,76
84,1,0,57.29999924,304.8099976,0,73,19454,19702,2,39.68188095,-75.64421082,19454,75901,1360,83
80,1,0,143.1600037,298.25,1,73,19453,91402,2,34.15893936,-118.1809387,19453,75900,1360,76
68,1,0,135.6900024,294.980011,1,73,19452,725,2,18.28294563,-66.0370636,19452,75899,1360,76
67,4,4,132.6699982,288.4200134,0,73,19451,30318,2,33.81632614,-84.44550324,19451,75898,1360,83
80,3,4,119.7600021,285.1400146,0,73,19450,725,2,18.24103928,-66.0370636,19450,75897,1360,65
68,2,4,31.47999954,278.5899963,0,73,19449,94539,2,37.49027634,-121.9271088,19449,75896,1360,65
84,6,4,86.16999817,275.3099976,1,73,19448,725,2,18.26469612,-66.03705597,19448,75895,1360,76
84,5,2,130.5800018,272.0299988,1,73,19447,14609,2,43.18824005,-77.56706238,19447,75894,1360,76
84,4,4,0,268.7600098,0,73,19446,75211,2,32.753685,-96.86553955,19446,75893,1360,83
80,5,2,-30.75,115.1800003,1,17,9083,957,4,18.38011932,-66.18312836,9083,28744,365,76
80,2,2,-122.7300034,79.18000031,0,29,4741,725,5,18.23557282,-66.3706131,4741,45461,627,83
80,6,2,33.59999847,96,1,24,639,725,5,18.02536774,-66.61303711,639,31115,502,76
80,2,2,24.69000053,75.98000336,0,29,9702,725,5,18.27383804,-66.37063599,9702,45766,627,83
80,3,2,9.100000381,91,1,24,9114,725,5,18.2848053,-66.37059021,9114,47752,502,76
80,5,2,-21.75,87,1,24,1362,725,5,18.29496765,-66.37050629,1362,50054,502,76
80,6,2,6.150000095,82,1,24,8011,725,5,18.25571251,-66.37050629,8011,20365,502,76
80,2,2,22.40999985,74.68000031,0,13,3296,725,3,18.23466301,-66.37059784,3296,36146,278,83
80,5,2,25.23999977,90.15000153,1,12,3182,725,3,18.26268196,-66.37049866,3182,41234,249,76
80,6,2,30.5699997,117.5800018,1,17,7864,725,4,18.28279495,-66.37055969,7864,32090,365,76
80,4,2,46.0699997,95.98000336,1,17,11169,725,4,18.27466202,-66.37058258,11169,34773,365,76
80,2,2,-184.7799988,263.9700012,0,9,5197,725,3,18.2689991,-66.37049866,5197,44046,191,83
80,5,2,38.75,113.9700012,1,29,1535,725,5,18.2308178,-66.37052155,1535,46414,627,76
80,5,2,-3.650000095,63.99000168,1,41,6122,725,6,18.26138115,-66.37056732,6122,46599,917,76
80,5,2,38.22999954,79.66000366,1,37,9451,725,6,18.23650742,-66.37051392,9451,48434,828,76
80,3,2,129.3500061,293.9700012,1,9,542,725,3,18.35921478,-66.07779694,542,12827,191,76
80,2,2,132.2899933,269.9700012,0,9,11329,725,3,18.29944229,-66.37052155,11329,63936,191,83
80,6,2,76.04000092,224.9799957,1,9,3570,725,3,18.28996849,-66.37054443,3570,65030,191,76
80,4,2,81.12999725,176.3699951,1,17,650,725,4,18.2275734,-66.04563141,650,18108,365,76
80,2,2,43.52000046,167.3699951,0,17,9353,725,4,18.2988205,-66.37059784,9353,62571,365,83
80,3,2,68.77999878,163.7700043,1,17,54,725,4,18.02538109,-66.61508179,54,17162,365,76
80,3,2,40.49000168,161.9700012,1,17,12151,725,4,18.25048637,-66.37062836,12151,65922,365,76
80,2,2,20.93000031,139.5,0,24,11329,725,5,18.29944229,-66.37052155,11329,63936,502,83
80,4,2,12.19999981,107.9700012,1,29,10018,725,5,18.24069786,-66.37055969,10018,64813,627,76
80,3,2,12.71000004,112.5,1,24,3182,725,5,18.26268196,-66.37049866,3182,67892,502,76
80,6,2,7.760000229,55.40999985,1,41,4936,725,6,18.21209908,-66.37050629,4936,12525,917,76
80,6,2,101.3899994,299.9700012,1,9,8707,725,3,18.23131371,-66.37062836,8707,5895,191,76
80,5,2,-285.0700073,178.1699982,1,17,1025,725,4,18.29652023,-66.04867554,1025,56359,365,76
80,4,2,42.74000168,170.9700012,1,17,8831,725,4,18.28746414,-66.37054443,8831,58613,365,76
80,5,2,49.3199997,170.0700073,1,17,10679,725,4,18.29108048,-66.37050629,10679,7824,365,76
80,5,2,80.33999634,167.3699951,1,17,5007,725,4,18.24984551,-66.37050629,5007,7814,365,76
80,5,2,-26.69000053,163.7700043,1,17,5007,725,4,18.24984551,-66.37050629,5007,7814,365,76
80,3,2,-117.3300018,152.9700012,1,17,9854,725,4,18.25671768,-66.37062836,9854,60807,365,76
80,4,2,47.88000107,152.9700012,1,17,376,725,4,18.24754334,-66.0253067,376,53413,365,76
80,4,2,72,150,1,24,5417,725,5,18.27673721,-66.37055206,5417,7888,502,76
80,4,2,29.94000053,115.1699982,1,29,10759,725,5,18.2968483,-66.37050629,10759,6783,627,76
80,4,2,23.46999931,144,1,24,8541,725,5,18.29609299,-66.37050629,8541,56973,502,76
80,5,2,68.40000153,142.5,1,24,10679,725,5,18.29108048,-66.37050629,10679,7824,502,76
80,6,2,43.65999985,139.5,1,24,3752,725,5,18.2105732,-66.37058258,3752,55155,502,76
80,2,2,13.19999981,132,0,24,4673,725,5,18.20111656,-66.37059021,4673,5991,502,83
80,4,2,46.20000076,132,1,24,5367,725,5,18.21469116,-66.37051392,5367,2263,502,76
80,4,2,10.43999958,130.5,1,24,5367,725,5,18.21469116,-66.37051392,5367,2263,502,76
80,4,2,15.56000042,124.5,1,24,10485,725,5,18.28425598,-66.37058258,10485,53403,502,76
80,4,2,32.86000061,99.58000183,1,29,9272,725,5,18.20666885,-66.37056732,9272,51298,627,76
84,5,4,9.600000381,240,1,24,647,725,5,18.35907555,-66.07783508,647,4919,502,76
84,6,4,55.09000015,189.9499969,1,29,6398,725,5,18.26378822,-66.37052918,6398,52640,627,76
84,4,4,68.58999634,188.9499969,0,29,4209,725,5,18.20330429,-66.37052155,4209,6358,627,83
84,2,4,51.97999954,236.25,0,24,8917,725,5,18.22487068,-66.37052155,8917,57106,502,65
84,6,4,-23.62999916,236.25,1,24,7784,725,5,18.25061035,-66.37062836,7784,6245,502,76
84,2,4,66.88999939,136.5,0,29,1425,725,5,18.27340317,-66.37052155,1425,52166,642,65
84,3,4,11.46000004,181.9499969,0,29,2737,725,5,18.29137993,-66.3705368,2737,56172,627,65
84,5,4,22.5,225,1,24,6428,725,5,18.24738884,-66.37057495,6428,55829,502,76
84,4,4,67.5,225,0,24,6543,725,5,18.27920532,-66.37055206,6543,52478,502,83
84,3,4,78.27999878,173.9600067,0,29,3990,784,5,17.98249054,-66.1126709,3990,57242,627,65
84,3,4,104.4000015,217.5,0,24,8524,725,5,18.24496079,-66.3705368,8524,3137,502,65
84,3,4,47.84999847,217.5,0,24,9204,725,5,18.28453636,-66.37060547,9204,60127,502,65
84,4,4,44.18999863,169.9600067,0,29,11761,725,5,18.28339195,-66.37051392,11761,3828,627,83
84,2,4,8.5,212.5,0,24,9554,725,5,18.22172546,-66.37059021,9554,60386,502,65
84,4,4,83.98000336,167.9600067,0,29,5118,725,5,18.25333214,-66.37051392,5118,973,627,83
84,5,4,70.13999939,207.5,1,24,5506,725,5,18.22976875,-66.37052918,5506,57999,502,76
84,6,4,72.62999725,207.5,1,24,1423,725,5,18.22978401,-66.37054443,1423,54585,502,76
84,4,4,-140,200,0,24,138,725,5,18.22758102,-66.04357147,138,57598,502,83
84,5,4,-32.59999847,200,1,24,6360,725,5,18.22297287,-66.37059021,6360,54274,502,76
84,4,4,68.98000336,149.9600067,0,29,2053,725,5,18.24120712,-66.37050629,2053,60673,627,83
84,3,4,-11.81000042,187.5,0,24,10344,795,5,18.05199051,-66.50184631,10344,59387,502,65
84,6,4,52.5,187.5,1,24,6398,725,5,18.26378822,-66.37052918,6398,52640,502,76
84,3,4,91.87999725,187.5,0,24,3375,725,5,18.20664215,-66.37052918,3375,10007,502,65
84,5,4,29.69000053,237.5500031,1,37,1339,725,6,18.27825165,-66.37059784,1339,55984,818,76
84,4,4,73.69999695,153.5500031,0,37,6543,725,6,18.27920532,-66.37055206,6543,52478,825,83
84,6,4,-79.19000244,395.9599915,1,38,3990,784,6,17.98249054,-66.1126709,3990,58375,306,76
84,4,4,34.84999847,124.4599991,0,44,7247,725,7,18.22776032,-66.37059021,7247,56448,977,83
84,2,4,74.08999634,284.9500122,0,3,1273,725,2,18.2362442,-66.37062073,1273,8221,44,65
84,5,4,149.9900055,499.9500122,1,9,6277,725,3,18.21949196,-66.37052918,6277,58034,191,76
84,4,4,-18.80999947,494.9500122,0,9,7701,725,3,18.25289154,-66.37058258,7701,2203,191,83
84,5,4,140.6399994,484.9500122,1,9,4126,725,3,18.22985077,-66.37062073,4126,53069,191,76
84,2,4,36,479.9500122,0,9,9528,725,3,18.22190094,-66.37052155,9528,60146,191,65
84,5,4,179.9799957,479.9500122,1,9,1853,725,3,18.26019096,-66.37052918,1853,55409,191,76
84,4,4,-783.6699829,474.9500122,0,9,11149,725,3,18.28128624,-66.37050629,11149,8678,191,83
84,6,4,199.4799957,474.9500122,1,9,5828,725,3,18.21101761,-66.37052918,5828,7980,191,76
84,6,4,-269.9700012,449.9599915,1,9,6887,725,3,18.22019768,-66.37058258,6887,57185,191,76
84,2,4,-22.5,449.9599915,0,9,4781,725,3,18.25534058,-66.37050629,4781,8636,191,65
84,3,4,59.06000137,337.4599915,0,12,10668,725,3,18.23215866,-66.37059021,10668,61192,251,65
84,2,4,140.9799957,299.9500122,0,17,5421,725,4,18.20737648,-66.37055206,5421,55876,365,65
84,2,4,81.66000366,296.9500122,0,17,10200,725,4,18.27331543,-66.37060547,10200,53331,365,65
84,6,4,18.40999985,296.9500122,1,17,11254,725,4,18.2626648,-66.3706131,11254,51725,365,76
84,3,4,33.22000122,293.9500122,0,17,11106,725,4,18.26016426,-66.37059021,11106,52562,365,65
84,5,4,25.30999947,290.9500122,1,17,8456,725,4,18.24535179,-66.37059784,8456,59754,365,76
84,5,4,-239.8600006,287.9500122,1,17,6149,725,4,18.21775055,-66.37060547,6149,53574,365,76
84,5,4,-155.8999939,283.4500122,1,17,1473,725,4,18.29214859,-66.3706131,1473,399,365,76
68,6,2,40.02000046,86.98999786,1,9,1840,725,3,18.26737404,-66.37062836,1840,51050,191,76
68,6,2,44.59000015,127.3899994,1,18,6757,725,4,18.29659462,-66.37059021,6757,45680,403,76
68,3,2,57.95999908,118.2900009,1,18,3972,725,4,18.27468491,-66.37056732,3972,42992,403,76
68,5,2,30.42000008,116.9899979,1,18,9316,725,4,18.21944618,-66.37057495,9316,41304,403,76
68,6,2,24.60000038,49.18999863,1,17,6757,725,4,18.29659462,-66.37059021,6757,45680,365,76
68,4,2,48.88000107,103.9899979,1,18,11213,725,4,18.23975563,-66.37059021,11213,44253,403,76
68,4,2,0,296.980011,1,43,3474,725,7,18.2643261,-66.37060547,3474,46098,957,76
68,5,2,95.54000092,293.980011,1,43,9316,725,7,18.21944618,-66.37057495,9316,41304,957,76
68,3,2,-50.58000183,252.8800049,1,65,14630,725,10,18.27085495,-66.03705597,14630,71077,1352,76
68,4,2,120.8300018,447.519989,1,62,13256,725,10,18.23665237,-66.0370636,13256,69703,1349,76
68,3,2,25.04000092,250.3500061,1,65,14665,725,10,18.28206062,-66.03705597,14665,71112,1352,76
68,6,2,212.6399994,443,1,62,13363,725,10,18.21524239,-66.03705597,13363,69810,1349,76
68,3,2,68.68000031,245.2899933,1,65,14645,725,10,18.25598526,-66.03705597,14645,71092,1352,76
68,6,2,135.8300018,433.9599915,1,62,13163,725,10,18.28172112,-66.03705597,13163,69610,1349,76
68,6,2,78.08000183,240.2400055,1,65,14553,725,10,18.23458481,-66.03705597,14553,71000,1352,76
68,5,2,595.3499756,1417.5,1,64,14287,725,10,18.25249672,-66.03704834,14287,70734,1351,76
68,2,2,21.36000061,427.1799927,0,62,13179,725,10,18.25508499,-66.03705597,13179,69626,1349,83
68,3,2,213.5899963,427.1799927,1,62,13035,725,10,18.28042221,-66.0370636,13035,69482,1349,76
68,5,2,55.79999924,1395,1,64,14322,725,10,18.23288918,-66.0370636,14322,70769,1351,76
68,4,2,126.1200027,420.3999939,1,62,13196,725,10,18.22864342,-66.0370636,13196,69643,1349,76
68,2,2,6.900000095,230.1199951,0,65,14604,725,10,18.29532433,-66.03705597,14604,71051,1352,83
68,4,2,-277.6700134,411.3599854,1,62,12961,725,10,18.24217796,-66.0370636,12961,69408,1349,76
68,4,2,105.8600006,230.1199951,1,65,14676,725,10,18.25569725,-66.0370636,14676,71123,1352,76
68,5,2,86,1365,1,64,14087,725,10,18.26639938,-66.0370636,14087,70534,1351,76
68,2,2,195.2799988,406.8399963,0,62,13194,725,10,18.23524284,-66.03705597,13194,69641,1349,83
68,6,2,22.76000023,227.5899963,1,65,14513,725,10,18.25786781,-66.03705597,14513,70960,1352,76
68,4,2,180.5899963,384.230011,1,62,13461,725,10,18.22337914,-66.03705597,13461,69908,1349,76
68,3,2,101.0299988,214.9499969,1,65,14510,725,10,18.23107529,-66.03705597,14510,70957,1352,76
68,3,2,118.8499985,379.7099915,1,62,13190,725,10,18.26862907,-66.03705597,13190,69637,1349,76
68,6,2,60.86999893,209.8899994,1,65,14508,725,10,18.22708893,-66.0370636,14508,70955,1352,76
68,5,2,73.45999908,209.8899994,1,65,14472,725,10,18.23437882,-66.03705597,14472,70919,1352,76
68,5,2,39.88000107,209.8899994,1,65,14562,725,10,18.29236603,-66.0370636,14562,71009,1352,76
68,4,2,177.9199982,370.6700134,1,62,13206,725,10,18.21356773,-66.0370636,13206,69653,1349,76
68,3,2,129.7400055,370.6700134,1,62,13080,725,10,18.2920475,-66.0370636,13080,69527,1349,76
68,6,2,62.20999908,207.3600006,1,65,14633,725,10,18.24609184,-66.0370636,14633,71080,1352,76
68,5,2,90,1200,1,64,14097,725,10,18.20939446,-66.03705597,14097,70544,1351,76
68,2,2,118.6600037,339.0299988,0,62,13024,725,10,18.29184341,-66.03704834,13024,69471,1349,83
68,5,2,415.7999878,989.9899902,1,4,778,725,2,18.2275734,-66.0437088,778,68879,60,76
68,5,2,8.619999886,78.38999939,1,2,7146,725,2,18.28542137,-66.37056732,7146,67214,24,76
68,6,2,16.34000015,52.18999863,1,3,6365,725,2,18.24692345,-66.37057495,6365,17810,44,76
68,4,2,12.52999973,43.18999863,1,13,8422,725,3,18.23379898,-66.37056732,8422,18793,278,76
68,5,2,25.92000008,95.98999786,1,9,8524,725,3,18.24496079,-66.3705368,8524,65109,191,76
68,4,2,-13.57999992,94.98999786,1,9,3784,725,3,18.23220825,-66.37062836,3784,15673,191,76
68,4,2,10.03999996,41.84000015,1,13,10519,725,3,18.26521111,-66.37055206,10519,18183,278,76
68,5,2,10.80000019,89.98999786,1,9,7132,725,3,18.28570366,-66.37050629,7132,20234,191,76
68,5,2,16.71999931,87.98999786,1,9,3709,725,3,18.2968502,-66.37062836,3709,13139,191,76
84,5,4,28.85000038,128.2200012,0,13,1509,11520,3,40.65486527,-73.58707428,1509,33824,278,83
84,5,4,133.9100037,278.9700012,0,9,1636,20744,3,38.74266434,-76.9917984,1636,31364,191,83
84,6,4,79.16000366,272.9700012,0,9,2784,93304,3,35.36254501,-119.0186996,2784,40495,191,83
84,5,4,19.11000061,272.9700012,0,9,1636,20744,3,38.74266434,-76.9917984,1636,31364,191,83
84,2,4,10.77000046,170.9700012,0,17,9174,11368,4,40.74210739,-73.86962128,9174,34506,365,83
84,3,4,-284.5299988,167.3699951,0,17,122,45238,4,39.28849411,-84.3551178,122,33607,365,83
84,3,4,69.68000031,158.3699951,0,17,3800,20874,4,39.1836586,-77.26545715,3800,32617,365,83
84,2,4,7.480000019,118.7699966,0,29,10029,75006,5,32.96593094,-96.84902191,10029,37496,627,83
84,3,4,11.02999973,73.5,0,26,3800,20874,5,39.1836586,-77.26545715,3800,32617,567,83
84,6,4,-24.8199997,132,0,24,2805,77093,5,29.83435631,-95.33792877,2805,49075,502,83
84,5,4,33,132,0,24,1509,11520,5,40.65486527,-73.58707428,1509,33824,502,83
84,6,4,36.54000092,130.5,0,24,2805,77093,5,29.83435631,-95.33792877,2805,49075,502,83
84,4,4,-76.37000275,99.58000183,0,29,12253,17013,5,40.2372818,-76.96795654,12253,41623,627,83
84,2,4,8.760000229,99.58000183,0,29,3528,90023,5,34.20339966,-118.6059036,3528,39271,627,83
84,4,4,36.36999893,74.22000122,0,40,11018,96706,6,21.31185532,-158.0046844,11018,38598,893,83
84,6,4,18.12999916,40.29000092,0,41,3222,8701,6,40.09635925,-74.21524048,3222,37845,924,83
84,2,4,-12.98999977,227.9600067,0,17,6246,13440,4,43.21662521,-75.45603943,6246,42331,365,83
84,6,4,74.04000092,203.9700012,0,17,8741,92083,4,33.21121979,-117.2510605,8741,41345,365,83
84,4,4,90,200,0,24,8050,76106,5,32.8013916,-97.3302536,8050,51168,502,83
84,4,4,-2.190000057,156.7599945,0,29,8050,76106,5,32.8013916,-97.3302536,8050,51168,627,83
84,5,4,85.05000305,189,0,24,5474,54935,5,43.78569031,-88.47438049,5474,43599,502,83
84,2,4,3.039999962,79.97000122,0,40,474,19139,6,39.79661942,-75.47006989,474,41901,905,83
84,2,4,-266.7900085,363.9599915,0,9,12255,91764,3,34.07656479,-117.61409,12255,42751,191,65
84,4,4,64.79000092,239.9600067,0,17,10288,32765,4,28.62217712,-81.20755768,10288,45088,365,83
84,5,4,83.62000275,230.3600006,1,17,4717,14221,4,42.9666214,-78.74194336,4717,50489,365,76
84,5,4,74.08999634,227.9600067,1,17,4799,96822,4,21.30562019,-157.8386993,4799,44409,365,76
84,2,4,92.97000122,226.7599945,0,17,4533,92056,4,33.18587494,-117.3658524,4533,42101,365,65
84,5,4,70.55999756,208.7700043,1,17,12383,14120,4,43.02910233,-78.87342072,12383,50424,365,76
84,6,4,96,200,1,24,3518,93611,5,36.82690048,-119.6776962,3518,49825,502,76
84,5,4,-145.1300049,198,1,24,4674,11434,5,40.70170975,-73.80841827,4674,41294,502,76
84,4,4,45,155.1600037,0,29,8519,62040,5,38.69002152,-90.14477539,8519,42023,627,83
84,5,4,51.09000015,151.1600037,1,29,5302,2155,5,42.41968918,-71.10621643,5302,47774,627,76
84,3,4,31.25,111.5999985,0,26,3594,91766,5,34.04991913,-117.7161026,3594,41827,564,65
84,4,4,-459,170,0,24,9890,85281,5,33.41519928,-111.9199905,9890,47193,502,83
84,2,4,-248,160,0,24,1410,92703,5,33.74279404,-117.8847504,1410,42626,502,65
84,5,4,13.19999981,150,1,24,7521,17402,5,39.9602356,-76.67675781,7521,46199,502,76
84,4,4,46.29000092,94.45999908,0,40,2106,80010,6,39.74543381,-104.8753815,2106,48468,885,83
84,5,4,182.1399994,395.9599915,1,9,8144,93065,3,34.27391052,-118.7662125,8144,51009,191,76
84,5,4,-261.4400024,391.9599915,1,9,5643,20904,3,39.04636002,-76.98272705,5643,46229,191,76
84,3,4,178.5800018,379.9599915,0,9,2041,55124,3,44.72552109,-93.20613098,2041,42882,191,65
84,3,4,167.4199982,363.9599915,0,9,7537,78201,3,29.45598984,-98.52809143,7537,46827,191,65
84,5,4,-76.66999817,359.9599915,1,9,3056,19143,3,39.95672989,-75.19525909,3056,48684,191,76
84,5,4,165.4199982,351.9599915,1,9,3056,19143,3,39.95672989,-75.19525909,3056,48684,191,76
84,2,4,-82.01000214,351.9599915,0,9,7967,19149,3,40.03775024,-75.06806183,7967,46416,191,65
84,4,4,91.79000092,339.9700012,0,9,1758,10466,3,40.86353684,-73.87049866,1758,47343,191,83
68,2,4,40.56000137,124.7900009,0,18,7884,27858,4,35.60034943,-77.33486939,7884,41686,403,65
68,2,4,41.18000031,124.7900009,0,18,289,7960,4,40.80119324,-74.48561096,289,41896,403,65
68,4,4,27.36000061,56.99000168,0,17,10081,92115,4,32.77627945,-117.1342163,10081,28168,365,83
68,3,4,26.05999947,123.4899979,0,18,1169,93030,4,34.19039154,-119.177803,1169,24992,403,65
68,2,4,32.47999954,123.4899979,0,18,1182,33147,4,25.82507515,-80.19588471,1182,30851,403,65
68,5,4,35.81000137,123.4899979,1,18,717,87111,4,35.13143921,-106.5452042,717,25074,403,76
68,6,4,102.5100021,205.0299988,1,76,20423,79109,4,35.18754196,-101.8676224,20423,76870,1363,76
68,4,4,15.43999958,123.4899979,0,18,5801,33549,4,28.08681297,-82.43898773,5801,25163,403,83
68,2,4,4.570000172,123.4899979,0,18,702,97701,4,44.07210541,-12.13232708,702,28036,403,65
68,5,4,61.75,123.4899979,1,18,6951,8816,4,40.41255188,-74.41832733,6951,22679,403,76
68,6,4,38.65000153,123.4899979,1,18,6780,29720,4,34.85777283,-80.84423828,6780,23610,403,76
68,4,4,14.25,56.99000168,0,17,6422,91762,4,34.06832504,-117.6557541,6422,42828,365,83
68,2,4,-6.170000076,123.4899979,0,18,289,7960,4,40.80119324,-74.48561096,289,41896,403,65
68,4,4,20.12999916,123.4899979,0,18,5384,77015,4,29.7805748,-95.17199707,5384,48713,403,83
68,4,4,54.34000015,123.4899979,0,18,2985,23666,4,37.05174255,-76.40163422,2985,45668,403,83
68,2,4,43.61000061,436.1000061,0,66,18349,10016,4,40.74559021,-73.97927856,18349,74796,1353,65
68,4,4,42.99000168,122.8399963,0,18,11286,93257,4,35.93829727,-118.9438477,11286,27918,403,83
68,3,4,19.84000015,56.68999863,0,17,489,97223,4,45.59825897,-12.27242851,489,30097,365,65
68,2,4,54.04999924,122.8399963,0,18,4510,44136,4,41.3469696,-81.82631683,4510,30966,403,65
68,4,4,-184.2599945,122.8399963,0,18,9626,79927,4,31.65174103,-106.2676239,9626,30063,403,83
68,5,4,39.91999817,122.8399963,1,18,9494,78840,4,29.77310181,-100.6121979,9494,22019,403,76
68,6,4,41.52000046,122.8399963,1,18,1718,14221,4,42.9666214,-78.74194336,1718,24230,403,76
68,4,4,9.210000038,122.8399963,0,18,5384,77015,4,29.7805748,-95.17199707,5384,48713,403,83
68,4,4,12.27999973,122.8399963,0,18,5295,84010,4,40.86649323,-111.8493271,5295,42353,403,83
68,4,4,36.84999847,122.8399963,0,18,2985,23666,4,37.05174255,-76.40163422,2985,45668,403,83
68,5,4,60.45000076,120.8899994,1,18,3984,98031,4,47.39371109,-122.2228317,3984,42134,403,76
68,3,4,-29.37999916,120.8899994,0,18,5270,60620,4,41.74866486,-87.66320038,5270,21522,403,65
68,3,4,15.10999966,120.8899994,0,18,10966,2360,4,41.95851135,-70.66861725,10966,23767,403,65
68,4,4,-105.7799988,120.8899994,0,18,1868,11691,4,40.59949493,-73.76248169,1868,25433,403,83
68,4,4,72.86000061,200.7100067,0,76,17446,77088,4,29.66958237,-95.24147034,17446,73893,1363,83
68,6,4,26.78000069,55.79000092,1,17,10071,19124,4,40.01562119,-75.08410645,10071,30085,365,76
68,3,4,31.79000092,120.8899994,0,18,1271,93065,4,34.27391052,-118.7662125,1271,30172,403,65
68,4,4,7.619999886,120.8899994,0,18,11930,48227,4,42.39807892,-83.20157623,11930,27478,403,83
68,2,4,62.8199997,200.7100067,0,76,20529,92840,4,33.77366638,-118.0033035,20529,76976,1363,65
68,4,4,-187.3800049,120.8899994,0,18,8358,92105,4,32.74953461,-117.1046524,8358,24063,403,83
68,5,4,31.43000031,120.8899994,1,18,7705,60609,4,41.89551926,-87.71821594,7705,51209,403,76
68,5,4,-140.5,200.7100067,1,76,17392,92870,4,33.99459839,-117.9534302,17392,73839,1363,76
